timestamp,time_elapsed,host_name,event_name,cpu_id,procname,process_details,kernel_details,unique_id
''06:13:02.231282944,0.000001083,synthetic_host,syscall_exit_futex,3,llvmpipe-0,"pid = 11822, tid = 11868","fd = 35, offset = 24576, nbytes = 4096, flags = 7",320279
''06:13:02.231190784,0.000000375,synthetic_host,syscall_exit_sync_file_range,3,C1 CompilerThre,"pid = 14323, tid = 14330","uaddr = 194557001039896, op = 128, val = 2, utime = 0, uaddr2 = 0, val3 = 1946146984",12499621
''06:13:02.230459136,0.000001584,synthetic_host,syscall_entry_ioctl,0,curl,"pid = 11822, tid = 11859","ret = 0, arg = 275115444656760",15714572
''06:13:02.231900416,0.000000375,synthetic_host,syscall_exit_sync_file_range,0,curl,"pid = 11822, tid = 11841",ret = -115,779676
''06:13:02.229196288,0.000000167,synthetic_host,syscall_entry_epoll_ctl,0,gnome-shell,"pid = 14323, tid = 14330","uaddr = 194557001039896, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465704",11210136
''06:13:02.231353344,0.000003208,synthetic_host,syscall_entry_futex,3,elasticsearchm,"pid = 14344, tid = 14344","fd = 35, buf = 275115481837568, count = 4096",6431384
''06:13:02.231496192,0.000000250,synthetic_host,syscall_entry_futex,0,elasticsearchm,"pid = 14345, tid = 14345","ret = 1, fds_length = 0, overflow = 0, fds = [ ]",9555101
''06:13:02.231098112,0.000000167,synthetic_host,syscall_exit_sync_file_range,0,lttng-consumerd,"pid = 11822, tid = 11841","fd = 34, cmd = 2148070919, arg = 275115444656752",5768078
''06:13:02.229633280,0.000000916,synthetic_host,syscall_exit_futex,3,curl,"pid = 14323, tid = 14330","fd = 34, cmd = 62981, arg = 275115481893672",3634026
''06:13:02.231791360,0.000000208,synthetic_host,syscall_exit_sync_file_range,2,lttng-consumerd,"pid = 11822, tid = 11868","ret = 0, otmr = 0",3171717
''06:13:02.231964416,0.000000292,synthetic_host,syscall_exit_ioctl,2,lttng-consumerd,"pid = 3154, tid = 3216","ret = 0, fd = 35, offset = 106496, len = 4096, advice = 4",5319182
''06:13:02.228756736,0.000000208,synthetic_host,syscall_exit_futex,0,curl,"pid = 14323, tid = 14330","uaddr = 267960194247760, op = 129, val = 2147483647, utime = 0, uaddr2 = 203053665022808, val3 = 496169800",1461310
''06:13:02.231671040,0.000000708,synthetic_host,syscall_entry_sync_file_range,0,lttng-consumerd,"pid = 14345, tid = 14345","fd = 35, offset = 102400, nbytes = 4096, flags = 2",934826
''06:13:02.232285952,0.000001042,synthetic_host,syscall_entry_epoll_pwait,3,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, uaddr = 194557001051044, uaddr2 = 0",15081502
''06:13:02.229738496,0.000006666,synthetic_host,syscall_exit_ioctl,3,lttng-runas,"pid = 3154, tid = 3214","fd = 35, offset = 36864, nbytes = 4096, flags = 2",7794540
''06:13:02.231477760,0.000000667,synthetic_host,syscall_entry_sync_file_range,2,elasticsearchm,"pid = 2932, tid = 2972","ret = 0, uaddr = 194557001051044, uaddr2 = 0",14338134
''06:13:02.229087232,0.000000333,synthetic_host,syscall_exit_futex,1,curl,"pid = 3154, tid = 3215","fd = 576, cmd = 4, arg = 2050",7243327
''06:13:02.231898624,0.000000292,synthetic_host,syscall_entry_read,0,lttng-consumerd,"pid = 14323, tid = 14330","fd = 35, offset = 118784, nbytes = 4096, flags = 7",8660619
''06:13:02.228387072,0.000003125,synthetic_host,syscall_exit_write,0,curl,"pid = 11822, tid = 11841","fd = 66, cmd = 3230155043, arg = 219392954314048",15519530
''06:13:02.228969472,0.000000292,synthetic_host,syscall_entry_read,2,data-loop.0,"pid = 14344, tid = 14344","fd = 34, cmd = 2148070919, arg = 275115444656752",13613501
''06:13:02.227911936,0.000005833,synthetic_host,syscall_exit_futex,2,llvmpipe-0,"pid = 3154, tid = 3154","fd = 34, cmd = 2148070920, arg = 275115444656760",7854831
''06:13:02.231309312,0.000000583,synthetic_host,syscall_entry_fadvise64_64,0,lttng-consumerd,"pid = 14323, tid = 14330","fd = 35, buf = 275115481837568, count = 4096",6929700
''06:13:02.231774208,0.000005000,synthetic_host,syscall_exit_futex,2,lttng-consumerd,"pid = 14323, tid = 14330",ret = 0,2309489
''06:13:02.230949376,0.000000500,synthetic_host,syscall_exit_ioctl,3,lttng-consumerd,"pid = 14323, tid = 14330",ret = 222501009338368,10621338
''06:13:02.232227328,0.000000334,synthetic_host,syscall_entry_futex,0,curl,"pid = 14323, tid = 14330",brk = 203053665202176,5907544
''06:13:02.231122432,0.000003584,synthetic_host,syscall_entry_fcntl,3,lttng-consumerd,"pid = 3154, tid = 3215","fd = 35, offset = 24576, nbytes = 4096, flags = 7",16505383
''06:13:02.232285952,0.000000417,synthetic_host,syscall_entry_ioctl,1,gnome-shell,"pid = 11822, tid = 11841","ret = 0, arg = 248272618772584",12099236
''06:13:02.227911936,0.000000583,synthetic_host,syscall_entry_sync_file_range,0,gnome-shell,"pid = 14345, tid = 14345","fd = 13, cmd = 3222299827, arg = 248272618772584",14653854
''06:13:02.231471360,0.000000208,synthetic_host,syscall_entry_epoll_pwait,1,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 12288, len = 4096, advice = 4",1999847
''06:13:02.230869248,0.000000292,synthetic_host,syscall_entry_sync_file_range,2,curl,"pid = 11822, tid = 11841","ret = 0, fd = 35, offset = 28672, len = 4096, advice = 4",6107545
''06:13:02.231400960,0.000012083,synthetic_host,syscall_exit_ioctl,2,lttng-consumerd,"pid = 11822, tid = 11841","fd = 35, offset = 49152, nbytes = 4096, flags = 2",14733102
''06:13:02.231343872,0.000007041,synthetic_host,syscall_entry_futex,0,curl,"pid = 3154, tid = 3214","ret = 1, fds_length = 0, overflow = 0, fds = [ ]",9764159
''06:13:02.229252608,0.000000292,synthetic_host,syscall_exit_futex,2,lttng-consumerd,"pid = 14323, tid = 14330","fd = 60, count = 32",16089436
''06:13:02.231134464,0.000003333,synthetic_host,syscall_exit_fcntl,3,lttng-consumerd,"pid = 14345, tid = 14345","ret = 0, arg = 275115444656760",12493754
''06:13:02.229351680,0.000006875,synthetic_host,syscall_entry_sendto,3,node,"pid = 11822, tid = 11859","fd = 35, offset = 36864, nbytes = 4096, flags = 7",11653575
''06:13:02.227911936,0.000000209,synthetic_host,syscall_entry_ioctl,3,llvmpipe-1,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070920, arg = 275115444656760",14353766
''06:13:02.229396480,0.000000333,synthetic_host,syscall_entry_write,3,lttng-consumerd,"pid = 14345, tid = 14345","fd = 34, cmd = 2148070919, arg = 275115444656752",9564159
''06:13:02.231544064,0.000000250,synthetic_host,syscall_entry_getsockname,0,elasticsearchm,"pid = 14323, tid = 14330",ret = 0,4976489
''06:13:02.228529664,0.000000334,synthetic_host,syscall_entry_sync_file_range,0,curl,"pid = 11822, tid = 11859","fd = 35, buf = 275115481837568, count = 4096",1986868
''06:13:02.229418240,0.000008166,synthetic_host,syscall_exit_close,0,gnome-shell,"pid = 2932, tid = 2972","uaddr = 194557001051044, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 3572466072",13337062
''06:13:02.229306880,0.000049957,synthetic_host,syscall_entry_futex,1,lttng-consumerd,"pid = 14323, tid = 14330","fd = 35, buf = 275115481837568, count = 4096",4625861
''06:13:02.232285952,0.000000292,synthetic_host,syscall_exit_sync_file_range,3,curl,"pid = 14323, tid = 14330",ret = 4096,10308982
''06:13:02.229451264,0.000000250,synthetic_host,syscall_exit_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 275115444656688",14357814
''06:13:02.229062912,0.000000292,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330","procname = ""curl"", pid = 14345, tid = 14345",5055047
''06:13:02.231640832,0.000001000,synthetic_host,syscall_entry_futex,2,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 275115444656768",11596910
''06:13:02.229017088,0.000010458,synthetic_host,syscall_exit_epoll_pwait,0,curl,"pid = 14323, tid = 14330","fd = 35, offset = 4096, nbytes = 4096, flags = 7",6188611
''06:13:02.230809600,0.000046832,synthetic_host,syscall_exit_fcntl,3,curl,"pid = 14323, tid = 14330","fd = 60, count = 32",1473309
''06:13:02.230045696,0.000000792,synthetic_host,syscall_entry_epoll_ctl,0,curl,"pid = 14323, tid = 14330",ret = 14345,16427911
''06:13:02.228651008,0.000000417,synthetic_host,syscall_exit_write,2,gnome-shell,"pid = 14344, tid = 14344","POLLIN = 1, POLLPRI = 1, POLLOUT = 0, POLLERR = 0, POLLHUP = 0, padding = 0",4042291
''06:13:02.230835968,0.000021999,synthetic_host,syscall_entry_write,3,lttng-consumerd,"pid = 3154, tid = 3214","ret = 32, buf = 246916494305784",11309854
''06:13:02.231229696,0.000003667,synthetic_host,syscall_exit_futex,1,lttng-consumerd,"pid = 14345, tid = 14345","fd = 13, cmd = 3222299827, arg = 248272618772584",15700304
''06:13:02.231526400,0.000000791,synthetic_host,syscall_entry_sync_file_range,2,elasticsearchm,"pid = 11822, tid = 11841","ret = 32, buf = 246916494307048",15151719
''06:13:02.231509760,0.000000333,synthetic_host,syscall_entry_ioctl,0,curl,"pid = 14323, tid = 14330","ret = 0, arg = 248272618772584",6692965
''06:13:02.231166208,0.000017249,synthetic_host,syscall_entry_getpid,2,lttng-consumerd,"pid = 11822, tid = 11868",ret = 0,3072533
''06:13:02.230928128,0.000000208,synthetic_host,syscall_exit_write,2,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 275115444656688",118907
''06:13:02.230853632,0.000000167,synthetic_host,syscall_exit_ioctl,2,lttng-consumerd,"pid = 14323, tid = 14330","procname = ""curl"", pid = 14345, tid = 14345",13212118
''06:13:02.231030784,0.000000083,synthetic_host,syscall_entry_epoll_pwait,3,elasticsearchm,"pid = 11822, tid = 11867","ret = 0, uaddr = 246917844007516, uaddr2 = 0",6268968
''06:13:02.231545600,0.000000416,synthetic_host,syscall_exit_recvfrom,3,lttng-consumerd,"pid = 14345, tid = 14345","ret = 32, buf = 246916493258152",9602484
''06:13:02.231558144,0.000000417,synthetic_host,syscall_exit_epoll_pwait,0,C1 CompilerThre,"pid = 14345, tid = 14345","fd = 34, cmd = 2148070923, arg = 275115444656688",6488172
''06:13:02.230674944,0.000001166,synthetic_host,syscall_exit_ppoll,3,llvmpipe-3,"pid = 11822, tid = 11859",ret = 0,14978637
''06:13:02.228608256,0.000000708,synthetic_host,syscall_entry_futex,0,lttng-consumerd,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070919, arg = 275115444656752",11367574
''06:13:02.229916416,0.000004791,synthetic_host,syscall_entry_sync_file_range,0,lttng-consumerd,"pid = 2932, tid = 2972",ret = 14344,3381299
''06:13:02.230030848,0.000002875,synthetic_host,syscall_entry_read,1,lttng-consumerd,"pid = 14323, tid = 14330",ret = -115,10609881
''06:13:02.231144448,0.000000292,synthetic_host,syscall_exit_fadvise64_64,2,lttng-runas,"pid = 14344, tid = 14344",ret = 14344,4858167
''06:13:02.228480512,0.000000542,synthetic_host,syscall_entry_ioctl,3,lttng-consumerd,"pid = 14344, tid = 14344","fd = 35, offset = 53248, len = 4096, advice = 4",7048916
''06:13:02.229082112,0.000000209,synthetic_host,syscall_exit_futex,0,llvmpipe-1,"pid = 14345, tid = 14345","ret = 0, arg = 275115444656760",18176
''06:13:02.228709632,0.000000125,synthetic_host,syscall_exit_sync_file_range,2,llvmpipe-3,"pid = 3154, tid = 3154","procname = ""curl"", pid = 14344, tid = 14344",9763579
''06:13:02.229053184,0.000000500,synthetic_host,syscall_entry_futex,0,lttng-consumerd,"pid = 12061, tid = 12061","fd = 35, offset = 122880, nbytes = 4096, flags = 7",2647534
''06:13:02.231516416,0.000004500,synthetic_host,syscall_entry_futex,3,lttng-runas,"pid = 14324, tid = 14324","fd = 35, offset = 69632, nbytes = 4096, flags = 2",2722552
''06:13:02.229085184,0.000000416,synthetic_host,syscall_entry_futex,3,lttng-consumerd,"pid = 11822, tid = 11859",ret = 0,13409927
''06:13:02.231383040,0.000028207,synthetic_host,syscall_exit_write,2,lttng-consumerd,"pid = 11822, tid = 11859","ret = 0, arg = 275115481893672",12433764
''06:13:02.231577856,0.000001750,synthetic_host,syscall_entry_write,0,elasticsearchm,"pid = 14323, tid = 14330",ret = 0,14958739
''06:13:02.227972608,0.000001291,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 14345, tid = 14345","ret = 0, usockaddr = 281474913772424, usockaddr_len = 281474913772420",2817681
''06:13:02.229418496,0.000001041,synthetic_host,syscall_entry_sync_file_range,1,lttng-consumerd,"pid = 11822, tid = 11841","fd = 34, cmd = 62981, arg = 275115481893672",8235437
''06:13:02.231188224,0.000000792,synthetic_host,syscall_exit_futex,2,lttng-consumerd,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070925, arg = 275115444656768",85397
''06:13:02.231992064,0.000000208,synthetic_host,syscall_entry_futex,1,lttng-consumerd,"pid = 14297, tid = 14307","ret = 0, arg = 275115481893672",13264161
''06:13:02.232166912,0.000000459,synthetic_host,syscall_exit_ioctl,1,lttng-consumerd,"pid = 14323, tid = 14330","uaddr = 246917844007516, op = 129, val = 2147483647, utime = 0, uaddr2 = 16932, val3 = 3183418432",16635832
''06:13:02.231747840,0.000000167,synthetic_host,syscall_entry_futex,2,lttng-consumerd,"pid = 14323, tid = 14330","uaddr = 194557001039896, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465704",11726729
''06:13:02.231165184,0.000001333,synthetic_host,syscall_exit_sync_file_range,3,lttng-consumerd,"pid = 11822, tid = 11868","procname = ""curl"", pid = 14344, tid = 14344",7845357
''06:13:02.230948608,0.000018291,synthetic_host,syscall_entry_sync_file_range,0,curl,"pid = 14323, tid = 14330","ret = 0, uaddr = 194557001039896, uaddr2 = 0",7962918
''06:13:02.231025408,0.000021958,synthetic_host,syscall_entry_sync_file_range,2,curl,"pid = 14344, tid = 14344","ret = 0, arg = 275115481893672",15669821
''06:13:02.229100544,0.000001125,synthetic_host,syscall_exit_getpid,0,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 275115481893672",10171043
''06:13:02.232139520,0.000000375,synthetic_host,syscall_entry_ioctl,3,lttng-consumerd,"pid = 14323, tid = 14330","fd = 34, cmd = 62981, arg = 275115481893672",9841038
''06:13:02.232285952,0.000000791,synthetic_host,syscall_exit_sync_file_range,3,lttng-consumerd,"pid = 3154, tid = 3154","uaddr = 194557001040264, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572466072",11411197
''06:13:02.231671040,0.000003499,synthetic_host,syscall_exit_futex,3,llvmpipe-2,"pid = 11822, tid = 11841",ret = 4096,14486860
''06:13:02.231196672,0.000000750,synthetic_host,syscall_exit_futex,0,lttng-consumerd,"pid = 14297, tid = 14307","fd = 35, offset = 32768, len = 4096, advice = 4",61024
''06:13:02.228113408,0.000000167,synthetic_host,syscall_entry_ioctl,3,curl,"pid = 14323, tid = 14330","ret = 0, arg = 275115444656760",14639947
''06:13:02.231207168,0.000000708,synthetic_host,syscall_exit_epoll_pwait,0,curl,"pid = 14323, tid = 14330","ret = 0, arg = 275115481893672",4864707
''06:13:02.231096576,0.000000084,synthetic_host,syscall_entry_sync_file_range,0,curl,"pid = 14323, tid = 14330","fd = 21, cmd = 63048, arg = 221342671110144",14201445
''06:13:02.231627776,0.000002084,synthetic_host,syscall_exit_write,0,curl,"pid = 11822, tid = 11867","fd = 576, level = 1, optname = 7, optlen = 246916502706412",6226329
''06:13:02.227941120,0.000002875,synthetic_host,syscall_entry_setsockopt,2,curl,"pid = 14323, tid = 14330","ret = 0, arg = 219392954314048",4411781
''06:13:02.230903552,0.000000416,synthetic_host,syscall_exit_ioctl,2,elasticsearchm,"pid = 14323, tid = 14330","uaddr = 194557001040264, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572466072",1182231
''06:13:02.230820352,0.000000583,synthetic_host,syscall_exit_sync_file_range,0,elasticsearchm,"pid = 14323, tid = 14330",ret = 0,14044847
''06:13:02.227975168,0.000010833,synthetic_host,syscall_exit_futex,3,curl,"pid = 3154, tid = 3154","fd = 6, msg = 281474329849072, flags = 16384",457713
''06:13:02.230732032,0.000000292,synthetic_host,syscall_entry_rt_sigaction,3,elasticsearchm,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070920, arg = 275115444656760",12152017
''06:13:02.231484416,0.000000167,synthetic_host,syscall_entry_getpid,1,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 45056, len = 4096, advice = 4",1875405
''06:13:02.230950144,0.000000416,synthetic_host,syscall_entry_fadvise64_64,0,C1 CompilerThre,"pid = 14344, tid = 14344",fd = 4,4641177
''06:13:02.231105536,0.000003875,synthetic_host,syscall_exit_fcntl,2,lttng-consumerd,"pid = 14323, tid = 14330","POLLIN = 0, POLLPRI = 1, POLLOUT = 1, POLLERR = 0, POLLHUP = 0, padding = 0",11372305
''06:13:02.231717376,0.000000792,synthetic_host,syscall_entry_futex,3,curl,"pid = 14323, tid = 14330","ret = 0, fds_length = 0, overflow = 0, fds = [ ]",3477290
''06:13:02.227911936,0.000000459,synthetic_host,syscall_exit_rt_sigaction,0,llvmpipe-2,"pid = 3154, tid = 3154","ret = 0, arg = 275115444656752",16352706
''06:13:02.231406080,0.000001125,synthetic_host,syscall_exit_brk,3,curl,"pid = 3154, tid = 3154","ret = 0, arg = 275115444656752",5714294
''06:13:02.228321536,0.000000375,synthetic_host,syscall_entry_futex,2,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 275115444656752",8114734
''06:13:02.231688448,0.000001333,synthetic_host,syscall_exit_epoll_pwait,3,elasticsearchm,"pid = 14323, tid = 14330",ret = 203053665202176,6748977
''06:13:02.228011776,0.000002709,synthetic_host,syscall_entry_write,1,lttng-consumerd,"pid = 14323, tid = 14330","fd = 34, cmd = 62981, arg = 275115481893672",11036796
''06:13:02.229400832,0.000000458,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330",ret = 14344,2513299
''06:13:02.229519616,0.000001291,synthetic_host,syscall_exit_getpid,0,elasticsearchm,"pid = 12061, tid = 12061","ret = 0, oact = 0",15651009
''06:13:02.232151808,0.000000167,synthetic_host,syscall_exit_getpid,2,llvmpipe-3,"pid = 2932, tid = 2972","ret = 32, buf = 246916493258472",3990595
''06:13:02.229755648,0.000000125,synthetic_host,syscall_entry_write,2,curl,"pid = 14323, tid = 14330","uaddr = 194557001039976, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465336",4165680
''06:13:02.227911936,0.000000708,synthetic_host,syscall_entry_futex,2,lttng-consumerd,"pid = 3154, tid = 3216",ret = 14344,9125647
''06:13:02.231071488,0.000000125,synthetic_host,syscall_entry_futex,3,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 69632, len = 4096, advice = 4",14915205
''06:13:02.231425792,0.000002500,synthetic_host,syscall_exit_brk,2,curl,"pid = 11822, tid = 11867","ret = 0, arg = 275115444656688",10639453
''06:13:02.231372032,0.000000208,synthetic_host,syscall_exit_read,1,lttng-consumerd,"pid = 14324, tid = 14324","fd = 60, count = 32",1624513
''06:13:02.231680512,0.000000084,synthetic_host,syscall_exit_setsockopt,3,lttng-consumerd,"pid = 3154, tid = 3154","uaddr = 194557001051044, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 3572466072",11199579
''06:13:02.231509504,0.000000834,synthetic_host,syscall_entry_timerfd_settime,3,lttng-consumerd,"pid = 11822, tid = 11867","fd = 576, cmd = 3, arg = 50",518539
''06:13:02.229074944,0.000003416,synthetic_host,syscall_entry_fadvise64_64,1,llvmpipe-1,"pid = 14323, tid = 14330",ret = 0,13696588
''06:13:02.231010304,0.000000125,synthetic_host,syscall_exit_read,1,lttng-consumerd,"pid = 2932, tid = 2972","uaddr = 267960195430336, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 0",2949437
''06:13:02.231810048,0.000000834,synthetic_host,syscall_exit_ioctl,0,lttng-consumerd,"pid = 14344, tid = 14344",ret = 0,8159618
''06:13:02.227911936,0.000001125,synthetic_host,syscall_entry_fadvise64_64,0,lttng-consumerd,"pid = 11822, tid = 11859","fd = 576, cmd = 3, arg = 50",7512240
''06:13:02.232106496,0.000000084,synthetic_host,syscall_exit_fcntl,3,curl,"pid = 11822, tid = 11859","ret = 0, fd = 35, offset = 36864, len = 4096, advice = 4",8024716
''06:13:02.231118080,0.000000125,synthetic_host,syscall_exit_ioctl,0,lttng-consumerd,"pid = 3154, tid = 3154","fd = 34, cmd = 2148070919, arg = 275115444656752",14249708
''06:13:02.230999552,0.000000833,synthetic_host,syscall_exit_fadvise64_64,2,curl,"pid = 3154, tid = 3215","uaddr = 194557001039528, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465336",3479112
''06:13:02.231303168,0.000000375,synthetic_host,syscall_entry_ioctl,2,lttng-consumerd,"pid = 14344, tid = 14344","fd = 4, usockaddr_len = 281474913772420",11510858
''06:13:02.231615744,0.000000417,synthetic_host,syscall_entry_getsockopt,2,lttng-consumerd,"pid = 14323, tid = 14330","ret = 1, fds_length = 0, overflow = 0, fds = [ ]",11081801
''06:13:02.228655360,0.000000167,synthetic_host,syscall_exit_fadvise64_64,1,lttng-runas,"pid = 14323, tid = 14330","ret = 0, arg = 275115481893672",12019229
''06:13:02.230682880,0.000000083,synthetic_host,syscall_exit_ppoll,0,lttng-consumerd,"pid = 14344, tid = 14344","ret = 0, fd = 35, offset = 81920, len = 4096, advice = 4",16060451
''06:13:02.230364928,0.000001000,synthetic_host,syscall_entry_ioctl,0,elasticsearchm,"pid = 11822, tid = 11859","ret = 0, uaddr = 246917844007516, uaddr2 = 0",1992431
''06:13:02.230847232,0.000000167,synthetic_host,syscall_exit_futex,0,curl,"pid = 14323, tid = 14330","fd = 34, cmd = 2148070920, arg = 275115444656760",15405985
''06:13:02.231289344,0.000000167,synthetic_host,syscall_entry_read,0,curl,"pid = 14323, tid = 14330","fd = 34, cmd = 62981, arg = 275115481893672",6705566
''06:13:02.231823872,0.000000166,synthetic_host,syscall_entry_fadvise64_64,2,lttng-consumerd,"pid = 14323, tid = 14330","ret = 517, buf = 246915522452080",12755860
''06:13:02.229485056,0.000000250,synthetic_host,syscall_entry_sendto,3,lttng-consumerd,"pid = 14344, tid = 14344","fd = 35, offset = 81920, nbytes = 4096, flags = 2",6065786
''06:13:02.231754496,0.000003750,synthetic_host,syscall_exit_read,0,curl,"pid = 11822, tid = 11868","ret = 0, fd = 35, offset = 143360, len = 4096, advice = 4",10274728
''06:13:02.231990528,0.000023624,synthetic_host,syscall_exit_fadvise64_64,0,elasticsearchm,"pid = 14323, tid = 14330","fd = 35, offset = 131072, nbytes = 4096, flags = 2",5174359
''06:13:02.231191552,0.000000208,synthetic_host,syscall_exit_ioctl,3,elasticsearchm,"pid = 14323, tid = 14330",ret = 0,3313212
''06:13:02.231598080,0.000011583,synthetic_host,syscall_exit_sendto,2,C1 CompilerThre,"pid = 3154, tid = 3154","ret = 0, uaddr = 194557001039240, uaddr2 = 0",7586111
''06:13:02.231291648,0.000001542,synthetic_host,syscall_exit_epoll_pwait,2,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 36864, len = 4096, advice = 4",690238
''06:13:02.231192064,0.000002459,synthetic_host,syscall_exit_getpid,2,elasticsearchm,"pid = 14345, tid = 14345","ret = 0, fd = 35, offset = 61440, len = 4096, advice = 4",11041253
''06:13:02.228220672,0.000000292,synthetic_host,syscall_entry_getpid,3,llvmpipe-1,"pid = 11822, tid = 11867","ret = 0, arg = 275115444656688",13362387
''06:13:02.231085824,0.000000250,synthetic_host,syscall_entry_getpid,3,curl,"pid = 14323, tid = 14330","ret = 0, optval = 246916502706496, optlen = 246916502706412",2435804
''06:13:02.231206400,0.000000250,synthetic_host,syscall_entry_ioctl,3,lttng-consumerd,"pid = 14323, tid = 14330",ret = 14344,3926885
''06:13:02.231363840,0.000000292,synthetic_host,syscall_entry_futex,1,lttng-consumerd,"pid = 14345, tid = 14345","fd = 34, cmd = 62982, arg = 275115481893672",6500530
''06:13:02.228596224,0.000000166,synthetic_host,syscall_entry_futex,0,lttng-consumerd,"pid = 11822, tid = 11868","fd = 34, cmd = 2148070920, arg = 275115444656760",15492102
''06:13:02.230813440,0.000000666,synthetic_host,syscall_entry_fadvise64_64,0,lttng-consumerd,"pid = 3154, tid = 3216",ret = 3154,406629
''06:13:02.227911936,0.000003875,synthetic_host,syscall_entry_setsockopt,0,curl,"pid = 14323, tid = 14330","fd = 35, offset = 143360, nbytes = 4096, flags = 2",837361
''06:13:02.227911936,0.000000125,synthetic_host,syscall_exit_getpid,0,elasticsearchm,"pid = 14344, tid = 14344",ret = 14344,2929086
''06:13:02.231911424,0.000000208,synthetic_host,syscall_exit_futex,2,curl,"pid = 2932, tid = 2972","ret = 0, fd = 35, offset = 131072, len = 4096, advice = 4",6773874
''06:13:02.230811648,0.000000792,synthetic_host,syscall_entry_epoll_pwait,3,lttng-consumerd,"pid = 14323, tid = 14330",ret = 3154,10688883
''06:13:02.231043072,0.000002833,synthetic_host,syscall_exit_ioctl,3,data-loop.0,"pid = 3154, tid = 3214","fd = 35, offset = 135168, nbytes = 4096, flags = 2",10513794
''06:13:02.231352832,0.000002375,synthetic_host,syscall_exit_futex,3,curl,"pid = 14344, tid = 14344",ret = 517,4105421
''06:13:02.231151616,0.000000292,synthetic_host,syscall_exit_futex,0,curl,"pid = 14345, tid = 14345","ret = 0, fd = 35, offset = 61440, len = 4096, advice = 4",13647839
''06:13:02.231292160,0.000058165,synthetic_host,syscall_entry_ioctl,0,lttng-consumerd,"pid = 14323, tid = 14330","procname = ""curl"", pid = 14344, tid = 14344",14643484
''06:13:02.231469568,0.000001208,synthetic_host,syscall_entry_ioctl,3,curl,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 8192, len = 4096, advice = 4",2781911
''06:13:02.231487232,0.000000167,synthetic_host,syscall_exit_futex,2,curl,"pid = 14323, tid = 14330","ret = 0, fd = 35, offset = 8192, len = 4096, advice = 4",4890690
''06:13:02.231325952,0.000000583,synthetic_host,syscall_entry_read,0,elasticsearchm,"pid = 14344, tid = 14344","ret = 0, arg = 275115444656752",1424388
''06:13:02.228642560,0.000000791,synthetic_host,syscall_entry_sync_file_range,3,node,"pid = 14323, tid = 14330",ret = 517,8622963
''06:13:02.231168768,0.000000375,synthetic_host,syscall_entry_futex,2,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, uaddr = 194557001039976, uaddr2 = 0",9203959
''06:13:02.229558272,0.000000333,synthetic_host,syscall_entry_epoll_pwait,3,curl,"pid = 14323, tid = 14330","uaddr = 194557001039528, op = 129, val = 1, utime = 0, uaddr2 = 0, val3 = 3572465336",10773118
''06:13:02.231758336,0.000001416,synthetic_host,syscall_exit_write,0,lttng-consumerd,"pid = 14323, tid = 14330","uaddr = 194557001051044, op = 129, val = 2147483647, utime = 0, uaddr2 = 0, val3 = 3572466072",15269618
''06:13:02.229778688,0.000000166,synthetic_host,syscall_entry_recvmsg,2,llvmpipe-3,"pid = 11822, tid = 11868","ret = 0, arg = 275115444656768",16537117
''06:13:02.231130880,0.000004500,synthetic_host,syscall_exit_epoll_pwait,3,lttng-consumerd,"pid = 11822, tid = 11868","fd = 4, usockaddr_len = 281474913772420",13282099
''06:13:02.230955008,0.000005000,synthetic_host,syscall_exit_ioctl,3,lttng-consumerd,"pid = 14323, tid = 14330","ret = 0, arg = 275115481893672",12616218
